,0,1,2
78,Ur gunna get jumped U stupid bitch What the fuck ,Ur gunna get jumped U stupid bitch stupid bitch fuck Ur gunna get jumped U stupid bitch ,Yes
79,that wasnt me why would i say i love you Duuude why do you check my page dailyyy r You re Creeeepppyyyy Damn go back to your girlfriendd,You re Creeeepppyyyy why would i say i love you you creepy go back to your girlfriend ,Yes
80,oh get over yourself i dont look everyday it sends me an email every time you answer Never will Youuuu get over yourself stop trying to fuck freshman faggg Damnn ,fuck freshman faggg Damnn oh get over yourself stop trying to fuck freshman faggg Faggg ,Yes
81,WUT UP MRS F WanNA fUk WAT UP ANON AHHH MMMM EHHHHH LOL NO I DONT SLEEP WITH PPL I DONT KNOW SORI, wanna fuk Wanna fuck ,Yes
82,Hey I get way TOO many questions a day If you spam more than 5 questions a day please remove me from your list but I will still spam you if you want If you don039 t want me spamming you just tell me nicely in my inbox Thanks okies,spam you Hey I get way TOO many questions a day If you spam more than 5 questions a day please remove me from your list but I will still spam you if you want If you don t want me spamming you just tell me nicely in my inbox Thanks ,Yes
83,hehe that039 s funny I want to fuck your tight ass O haha maybe i know who you are D,I want to fuck your tight ass I want to fuck your tight ass I wanna fuck your tight ass ,Yes
84,No Stop fucking lying You used to smoke We ARE NOT STTUPPPIDDDDDDD I myself have smoked with yuu before Haha chill out r Yehh I used to I m kiddingg r Buut I don t anymore ,Stop fucking lying The use of profanity like the word fucking Typing in all caps indicates anger and frustration Stop fucking lying ,Yes
85,im a guy quot why cant we just fuck and get it over with girl quot Ha well uh alright good to knoww Who s this You re funny ha , im a guy why cant we just fuck and get it over with girl im a guy why cant we just fuck and get it over with girl ,Yes
86,IDGAF LAME BITCH Lol whyy are you still on my dickk wtffff do you wantt , Q IDGAF LAME BITCH A Lol whyy are you still on my dickk wtffff do you wantt LAME BITCH still on my dick LAME BITCH whyy are you still on my dickk wtffff ,Yes
87,Yur back round is tha ish r amp amp WTF Cant who eva yall arguen about confrunt her self Dont be gangin up on my cousin now Fucks wrong with yo pussyz amp So tha mutha fucking what if she stay in springs dont hate bc we got I loveee yuu lala 3 haha i noe ritee fuk rong wid em hoes lol i love u to natii and yall VVV betahh not start wit herr, Yur back round is tha ish r WTF Cant who eva yall arguen about confrunt her self Dont be gangin up on my cousin now Fucks wrong with yo pussyz So tha mutha fucking what if she stay in springs dont hate bc we got I loveee yuu lala 3 A haha i noe ritee fuk rong wid em hoes lol i love u to natii and yall VVV betahh not start wit herr Fucks wrong with yo pussyz Fucks wrong with yo pussyz Cant who eva yall arguen about confrunt her self Dont be gangin up on my cousin now Fucks wrong with yo pussyz So tha mutha fucking what if she stay in springs dont hate bc we got ,Yes
88,YOURR SUCHH A SLUUTTT ya tu sabes ,calls the person a slut REason i didn t rate it higher was responder played along YOURR SUCHH A SLUUTTT YOURR SUCHH A SLUUTTT ,Yes
89,Would u rather be a flaming gay handicapped nigger with cherubism or a white trash skitzopherenic amputee with turettes i guess if i HAD to choose the second one at least with turettes i could make ppl laugh ,uses flaming gay makes fun of the handicapped and mentally ill uses racist nigger white trash flaming gay handicapped nigger ,Yes
90,Shut The Fuk Up NatiiBaby oh hell naw dnt fukin tell her to shut up u fukin dum ahh trick , Q Shut The Fuk Up NatiiBaby A oh hell naw dnt fukin tell her to shut up u fukin dum ahh trick Shut The Fuk Up u fukin dum ahh trick shut the fuck up dumb ass bitch Shut The Fuk Up NatiiBaby Q Shut The Fuk Up NatiiBaby A oh hell naw dnt fukin tell her to shut up u fukin dum ahh trick Shut The Fuk Up fukin dum ahh trick ,Yes
91,are you straight who are you ,are you straight are you straight are you straight are you straight ,Yes
92,you seem fake idk why do you flirt so much dont judge me because you dont know me ,you seem fake idk why do you flirt so much you seem fake You seem fake idk why do you flirt so much you seem fake calls her a flirt and makes judgments about her ,Yes
93,yo wow u betah talk to me right now cause this shit aint funny no more wtf is going on,wow u betah talk to me right now cause this shit aint funny no more wtf is going on this shit aint funny no more wtf ,Yes
94,Areee you a boy Are you gay Are you a bieleber l yes no yes ,a boy Are you gay Areee you a boy Are you gay Are you a bieleber ,Yes
95,yo sexy how asian are you you tight girl YES IM ASIAN ROLLS EYES , how asian are you you tight girl how asian are you yo sexy how asian are you you tight girl ,Yes
96,You apos re A Porch Monkey and your a niglett p, porch monkey niglett Porch Monkey niglett ,Yes
97,you apos re not cool suck my dick srry your too hardcore for me,suck my dick suck my dick you apos re not cool suck my dick ,Yes
98,who did you last go out with cameren loomen Uhhh nice spelling dumb ass r It s C A M E R O N L O O M A Nr What the hell Fucking idiot r Anyway no it was Layne Renyolds, dumb ass fucking idiot fucking idiot Uhhh nice spelling dumb ass r It s C A M E R O N L O O M A Nr What the hell Fucking idiot ,Yes
99,What was the worst concert you went to Martina McBride my step dad made me take my mom for Mother s Day It was fucking gayyy,It was fucking gayyy fucking gayyy ,Yes
100,your boyfriend is only ugly ass mexican like I apos ll give you props for going out with a junior but he just flat out ugly so try going for guys your grade or something cause all you have now is a pothead and by the looks of it your heading in the same road yo stfu r thats your opinion thats he s ugly not mine r and hes not a pothead so get your shit straight , your boyfriend is only ugly ass mexican but he just flat out ugly your boyfriend is only ugly ass mexican like I ll give you props for going out with a junior but he just flat out ugly so try going for guys your grade or something cause all you have now is a pothead and by the looks of it your heading in the same road ,Yes
101,are you gay hahahaha who are you ,Are you gay Are you gay ,Yes
102,your in 7th grade stop trying to grow up so fast its not cute you apos ll grow up at your own pace stfu you obviously dont know me i dnt try to grow up to fast just becuz i chill with older ppl, stfu stop trying you ll grow up you don t know me stfu shut the fuck up ,Yes
103,Your only in middle school why would going out with 10th amp 11th high school guys seem like a good idea to you or anyone in your grade and age group actually it just doesn apos t make sense how that would even work anyways im sorry i cant please everybodyr ,Your only in middle school why would going out with 10th 11th high school guys seem like a good idea to you im sorry i cant please everybodyr ,Yes
104,whyy dose rubinathy15 ask stoopid questions erase the dum betch why are you talking to me in anonymousness be a man show your face Hahah,whyy dose rubinathy15 ask stoopid questions erase the dum betch calls rubinathy15 a dum bitch and says they ask stoopid questions Q whyy dose rubinathy15 ask stoopid questions erase the dum betch ,Yes
105,Yea FS is fucking retarded i hate this tell clarissa i tryed and it just keeps saying process error ,FS is fucking retarded Yea FS is fucking retarded ,Yes
106,how big is ur dick Mobey Dick LOL,Q how big is ur dick how big is ur dick ,Yes
107,How can you be a dirty slut I cheated on my Wife so I feel like a dirty slut ,Q How can you be a dirty slut Q How can you be a dirty slut A I cheated on my Wife so I feel like a dirty slut ,Yes
108,You an your sexy cookiegina are at the top of the food cahin babehh D no you are D ilysm 3, cookiegina babehh sexy cookiegina ,Yes
109,bastard is term of endearment yeh i know that lmao,bastard The word bastard in the way in which it was used may suggest bullying in prior conversations ,Yes
110,vvvvvv THIS CHICK AINT GOTT NO FRIENDS amp amp LIKE TO START WIF PPL lol wowww,AINT GOTT NO FRIENDS THIS CHICK AINT GOTT NO FRIENDS LIKE TO START WIF PPL ,Yes
111,Your lying to yourself if you think changing ur appearance and getting tattoos will make people not recognize how ugly you are on the inside enough said wow thats totally not what i was going for i dont want tattoos to change my appearance to hide anything thts definately not my goal at all and you think im ugly inside thank you i appreciate your opinion and your the only one who thinks that ,Your lying to yourself if you think changing ur appearance and getting tattoos will make people not recognize how ugly you are on the inside how ugly you are on the inside Na ,Yes
112,ur sexy kume suk my dikk um no thnxx ill pass ,suk my dikk kume suk my dikk ,Yes
113,ur mad ugly i noe i am 333,ur mad ugly ur mad ugly ur mad ugly ,Yes
114,ur fukin sexyVV dont listen can we fuk thnx and def not ,ur fukin sexyVV dont listen can we fuk can we fuk ,Yes
115,um da gurl dat hangs wit evelyn her name is katiana cause i alwayz be hearing u talk about her do u like her wtf get a life i dnt even noe herr like wtf ur ANNOYING damn bitch hop off byeeeeeeee,get a life ur ANNOYING bitch hop off damn bitch hop off Q um da gurl dat hangs wit evelyn her name is katiana cause i alwayz be hearing u talk about her do u like her A wtf get a life i dnt even noe herr like wtf ur ANNOYING damn bitch hop off byeeeeeeee ,Yes
116,u so ugliii ew hoe ghet a lyfe Bitch yu so soft YUU get a fuckinn life amp stop worryinn bowt miness yu fuckk hoe , you re so fucking ugly bitch get a life fuck u ho u so ugliii ew hoe ghet a lyfe Bitch yu so soft YUU get a fuckinn life stop worryinn bowt miness yu fuckk hoe u so ugliii ew hoe ghet a lyfe ,Yes
117,yous a bitch nd hoe uh huh, bitch hoe yous a bitch nd hoe yous a bitch nd hoe ,Yes
118,U NOT CLASSY HOE U TRASHHY YAZIMEH uh huh w e u say,hoe trashhy U NOT CLASSY HOE U TRASHHY HOE U TRASHHY hoe u trashy HOE U TRASHHY U NOT CLASSY HOE U TRASHHY YAZIMEH ,Yes
119,U guys need are gay hopp off matts dick wtf i dnt even noe a matt dum hoe hop off mah dik ,U guys need are gay U guys need are gay hopp off matts dick A wtf i dnt even noe a matt dum hoe hop off mah dik U guys need are gay hopp off matts dick ,Yes
120,U A HOE thnx for spendin the tyme out of yur day to kome see how im duing im fine u and explain how AUJALA S a hoe wait see u knt kus im not by hater much love muahszz oh yeah kome again ,U A HOE U A HOE you a hoe ,Yes
121,stupid bitchhh and hop of ashlie039 s formspring bye ,stupid bitchhh stupid bitchhh stupid bitchhh and hop of ashlie s formspring ,Yes
122,STFU dumm bitches Hopp off her shitt Her amp Bryann aree perfectooo for eachother lmfao lovee yuu sexy mama 3 lmao ily were u benn long tyme and u looked so pretty for prom , STFU dumm bitches Hopp off her shitt STFU dumm bitches Hopp off her shitt ,Yes
123,SO U BETTA SIT YA OL UGLY ASS DOWN first off i aint ugly and she kan mssg meh ha damn self ,U BETTA SIT YA OL UGLY ASS DOWN Q SO U BETTA SIT YA OL UGLY ASS DOWN UGLY ASS DOWN SO U BETTA SIT YA OL UGLY ASS DOWN U BETTA SIT YA OL UGLY ASS DOWN ,Yes
124,wait dnt fuk wit lala shell beat a shoes ass and hoe ima kume for uVVVVVVV a shoe i thought i wear dem lmfao dnt u mean hoes and whos this ,wait dnt fuk wit lala shell beat a shoes ass and hoe ima kume for uVVVVVVV ass and hoe mean hoe ,Yes
125,your welcome and its true whoever it is is so immature they need to grow up and get a life yea definitely grow some balls and get a life lol ,grow up and get a life grow some balls and get a life Grow some balls grow some balls get a life grow some balls and get a life Na ,Yes
126,who were the ppl who started sendin the pic of florine around yhat is fucked up i noe its fuk up but u noe what else is fuked up puttin them on BLASTT ,fucked up fuk up fuked up puttin them on BLASTT sendin the pic of florine around ,Yes
127,why r u suchho a hoe speak englisheee fukin dum ass and im not tell me 1 reason y ima hoa and y r u such a pussy and have tew be ANONOMOUS , hoe dumb ass pussy Hoe fukin dum ass pussy why r u suchho a hoe fukin dum ass y r u such a pussy ,Yes
128,why you so fuckinq ugly hoe idk ask the boys i took from u ,why you so fuckinq ugly hoe fuckinq ugly hoe why you so fuckinq ugly hoe why you so fuckinq ugly hoe why you so fuckinq ugly hoe Q why you so fuckinq ugly hoe Q why you so fuckinq ugly hoe you so fuckinq ugly hoe why you so fuckinq ugly hoe ,Yes
129,wow you guys are soo annyoing hope the fuckk offf aujalas pagee lol ily jessika ,you guys are soo annyoing hope the fuckk offf aujalas pagee hope the fuckk offf aujalas pagee ,Yes
130,y dnt u nd cristal be straight come on this world gotta be united d f who is this i dnt wanna be straight wit her fuk off ,cristal be straight d f who is this i dnt wanna be straight wit her fuk off fuk off fuk off striaght be straight fuk off ,Yes
131,y does u talk shit about peyton because we wernt friends y does u kare nigga and btw u kan get out my buissness ,y does u kare nigga and btw u kan get out my buissness y does you talk shit about peyton shit ,Yes
132,Yeh you she was like drama not healthy and then you said somethn I was thr i sed EXSACTLY and i noe dis amber im not dum kus it was only me taylor brianna and u so byee ,you said somethn I was thr you said somethn im not dum ,Yes
133,yolll needa stop callin this sexii ahh gurl a hoe nohomo my name iz hayley uwanna b friends thnx and im ok ,stop yolll needa stop callin this sexii ahh gurl a hoe nohomo my name iz hayley uwanna b friends ,Yes
134,yoo im telling yall dnt mess wit my kuszinn kus she DO NOT PLAY repeat DOOOOO NOTTT so w e tld her to shut up dwn there like really ,tld her to shut up dwn there dnt mess wit my kuszinn kus she DO NOT PLAY DO NOT PLAY ,Yes
135,why would some one love u i dont know but when i find out ill let u know ,why would some one love u why would some one love u ,Yes
136,you sware you the shxt like you can fite anyone and wiinn wellll you can your a lil stiiick bitch STOP TRYING TO ACT HARD srry tht ur anonomous and u say shit and oh yeah i dnt try tew akt hard btw its juss i dnt let ppl fuk wit me like u stank hoe u kan hop off mah shit so fuk u and have a nice dayy bye haterr, your a lil stiiick bitch STOP TRYING TO ACT HARD like u stank hoe u kan hop off mah shit so fuk u lil stiiick bitch wellll you can your a lil stiiick bitch ,Yes
137,You039 re Lame As Fuck k let me be lame dah fuk wurry bwt chorss ,You re Lame As Fuck You re Lame As Fuck You re Lame As Fuck ,Yes
138,your a hoe anonomous,your a hoe your a hoe your a hoe your a hoe your a hoe your a hoe hoe Name calling ,Yes
139,how many times have you been fucked Elventy four r Jeez fuck offf , how many times have you been fucked Jeez fuck offf Q how many times have you been fucked A Elventy four r Jeez fuck offf ,Yes
140,your LAME ass oviously iloveyouhh moree ur extra extra lame and inkorrekt its MORE obvious i love alani more ,your lame your LAME ass LAME ass extra lame may just be a mutual joke though ,Yes
141,aujala is the bigest piece of shit evaaa but shes not the pussy anonomouss nice try tho u2665,aujala is the bigest piece of shit evaaa aujala is the bigest piece of shit evaaa ,Yes
142,are u a guy idk u tell me any waiis r u that much of a pussy that u have to be anamouss , are you gay pussy pussy pussy are u a guy A idk u tell me any waiis r u that much of a pussy that u have to be anamouss r u that much of a pussy that u have to be anamouss insulting someone for posting anonymously using female anatomy as an insult ,Yes
